uke_start,yhat,yhat_low,yhat_high
2024-04-08,106.57674862158152,93.45302341991263,119.7004738232504
2024-04-15,107.829079487158,94.70535428583922,120.95280468847677
2024-04-22,117.90133032541375,104.77760512419728,131.02505552663024
2024-04-29,122.6009211859351,109.47719598474869,135.72464638712154
2024-05-06,125.48263767361445,112.3589124724367,138.6063628747922
2024-05-13,119.81976779681165,106.69604259563656,132.94349299798674
2024-05-20,109.59412378880037,96.47039858762594,122.71784898997481
2024-05-27,119.00344619613101,105.87972099495688,132.12717139730512
2024-06-03,120.61732526927892,107.49360006810477,133.74105047045308
2024-06-10,119.34028792242029,106.21656272124625,132.46401312359433
2024-06-17,116.09004657105368,102.96632136987955,129.2137717722278
2024-06-24,99.4959105506541,86.37218534948008,112.61963575182813
2024-07-01,87.28675968688043,74.1630344857063,100.41048488805455
2024-07-08,82.36498668124995,69.24126148007592,95.48871188242397
2024-07-15,83.16037341893694,70.03664821776282,96.28409862011107
2024-07-22,71.99560792110056,58.87188271992653,85.11933312227458
2024-07-29,72.83638889824984,59.71266369707571,85.96011409942396
2024-08-05,72.97332776455728,59.84960256338326,86.09705296573131
2024-08-12,76.42002967829575,63.29630447712162,89.54375487946987
2024-08-19,77.99795240195357,64.87422720077954,91.1216776031276
2024-08-26,76.64853486642025,63.524809665246124,89.77226006759437
2024-09-02,77.3505062039548,64.22678100278077,90.47423140512882
2024-09-09,79.10143832580604,65.97771312463192,92.22516352698017
2024-09-16,75.34138086023756,62.21765565906354,88.46510606141159
2024-09-23,74.3438738867805,61.220148685606375,87.46759908795462
2024-09-30,75.03352761930226,61.90980241812824,88.15725282047629
2024-10-07,77.69926380932725,64.57553860815312,90.82298901050137
2024-10-14,77.67699158157583,64.55326638040181,90.80071678274986
2024-10-21,74.58294578290594,61.45922058173181,87.70667098408006
2024-10-28,69.43321595811581,56.309490756941784,82.55694115928983
2024-11-04,73.63440777391747,60.51068257274335,86.7581329750916
2024-11-11,76.6519704592935,63.52824525811947,89.77569566046752
2024-11-18,81.47493693420894,68.35121173303494,94.59866213538294
2024-11-25,82.19642784216849,69.07270264100072,95.32015304333626
2024-12-02,83.90684366423346,70.78311846333756,97.03056886512937
2024-12-09,88.95649253845431,75.83276734932929,102.08021772757934
2024-12-16,91.93351016297585,78.80978528693858,105.05723503901312
2024-12-23,95.51484924518981,82.39184869633948,108.63784979404014
2024-12-30,93.9109836093763,80.79263109389024,107.02933612486237
2025-01-06,95.76960561674852,82.65430786717901,108.88490336631803
2025-01-13,93.93097949556844,80.81920077102691,107.04275822010996
2025-01-20,113.359132505318,100.24805775607834,126.47020725455766
2025-01-27,124.10483153401024,110.99396229403962,137.21570077398087
2025-02-03,115.38417675959576,102.27336760609722,128.4949859130943
2025-02-10,107.13873242359419,94.02794084596184,120.24952400122655
2025-02-17,104.67590696184737,91.56512052599318,117.78669339770157
2025-02-24,100.66699973859373,87.55621480701154,113.77778467017592
2025-03-03,97.75341332634821,84.6426288348589,110.86419781783752
2025-03-10,95.43243720986625,82.32165284713166,108.54322157260084
2025-03-17,93.07579761372163,79.96501328865604,106.18658193878723
2025-03-24,92.77183958998476,79.66105527593963,105.8826239040299
2025-03-31,87.75086427896076,74.64007996813991,100.86164858978161
2025-04-07,92.25952571455144,79.1487414046738,105.37031002442909
2025-04-14,91.62685901588421,78.51607470628261,104.7376433254858
