uke_start,horisont,faktisk,xgb_pred,lgbm_pred,ensemble_pred,residual
2024-06-10,8,84.87,93.74772,104.49606028597816,99.12188954850666,-14.251889548506654
2024-06-17,8,85.58,90.158226,97.9003356631056,94.0292808381446,-8.449280838144603
2024-06-24,8,79.29,88.0832,95.32074324958931,91.7019708984763,-12.411970898476298
2024-07-01,8,78.24,87.6339,97.01086280383385,92.3223831536259,-14.082383153625912
2024-07-08,8,79.78,87.9072,94.01457879313436,90.9608912337254,-11.180891233725404
2024-07-15,8,81.46,83.63069,87.36548265047254,85.49808708939642,-4.038087089396427
2024-07-22,8,81.55,77.26988,85.07847544217897,81.1741788221637,0.37582117783630054
2024-07-29,8,81.19,72.23195,82.22386763752019,77.22790824502962,3.9620917549703734
2024-08-05,8,80.41,68.66188,80.54223052393726,74.60205550855066,5.807944491449334
2024-08-12,8,80.89,67.367325,76.13135139180301,71.74933811045229,9.140661889547715
2024-08-19,8,76.82,67.6373,74.33406231153884,70.98568044776161,5.834319552238384
2024-08-26,8,73.93,65.350044,76.00873048514315,70.6793873678157,3.2506126321843
2024-09-02,8,73.08,65.90238,76.2887478590301,71.09556487800137,1.9844351219986294
2024-09-09,8,74.12,64.68314,76.23772396701678,70.46043379136972,3.659566208630281
2024-09-16,8,74.57,67.44856,74.46147542015629,70.9550190211133,3.614980978886692
2024-09-23,8,73.23,71.86391,75.49921915363035,73.68156300699096,-0.451563006990952
2024-09-30,8,69.7,75.13708,79.3996098083828,77.2683435699629,-7.568343569962892
2024-10-07,8,72.76,74.5158,79.51015850203945,77.01297948905683,-4.252979489056827
2024-10-14,8,76.02,77.31627,81.03917057706603,79.17771974898224,-3.1577197489822453
2024-10-21,8,77.59,72.183525,79.71355972665148,75.94854240605035,1.641457593949653
2024-10-28,8,76.49,72.74533,78.06193745796787,75.40363413425737,1.0863658657426214
2024-11-04,8,77.8,66.40231,74.81943067051189,70.61087195146689,7.189128048533107
2024-11-11,8,81.68,65.96874,75.07480278655734,70.5217725785814,11.158227421418601
2024-11-18,8,86.59,67.69006,76.3989872886396,72.04452538260105,14.545474617398952
2024-11-25,8,89.32,70.20853,77.49812648628678,73.85332654880744,15.466673451192548
2024-12-02,8,87.46,68.27195,77.4654742482641,72.86871200816526,14.591287991834733
2024-12-09,8,90.74,74.59052,79.65928300616393,77.12490288613861,13.615097113861381
2024-12-16,8,92.15,77.620476,83.40102398227499,80.51074987565897,11.639250124341032
2024-12-23,8,111.82,81.244835,84.46417752221744,82.85450621105988,28.96549378894011
2024-12-30,8,125.36,73.89937,83.85168219685983,78.87552524149632,46.48447475850368
2025-01-06,8,117.77,87.654945,95.20704932619996,91.43099734986755,26.339002650132443
2025-01-13,8,105.08,93.01762,98.9446940230422,95.98115514750742,9.098844852492576
2025-01-20,8,98.43,91.31556,103.1466710166154,97.23111520191122,1.198884798088784
2025-01-27,8,94.49,91.12012,102.64930780574292,96.88471249662146,-2.394712496621466
2025-02-03,8,92.18,90.94056,104.07988408738562,97.51022173729632,-5.330221737296313
2025-02-10,8,93.23,90.781784,103.72395680691407,97.25287043226564,-4.022870432265634
2025-02-17,8,92.97,91.913895,108.52191760486234,100.21790612909132,-7.247906129091319
2025-02-24,8,92.67,94.1289,108.4571676843583,101.29303315248188,-8.62303315248188
2025-03-03,8,87.0,93.870476,107.64704293832176,100.75875935368236,-13.758759353682365
2025-03-10,8,88.64,95.07887,104.63157459574924,99.85522363820664,-11.215223638206638
2025-03-17,8,89.09,94.40172,107.53219037338457,100.9669542565165,-11.876954256516498
