modell,p,d,q,P,D,Q,m,AIC,BIC,kilde,MAE_h4,MAE_h8,MAE_h12,MAPE_h4,MAPE_h8,MAPE_h12
"SARIMA(1,1,1)(1,1,1,52)_SporA",1,1,1,1,1,1,52,3221.429279295331,3243.689524067517,manuell,8.26988747709427,11.0739818139914,13.151083527358184,0.0953634841938639,0.130686930506875,0.1587143701461995
