feature,mean_abs_shap
volum_sum_52u,7.017525959488681
uke_cos,5.487564892204763
pris_ma_4,5.30912427015025
pris_lag_1,3.639966575143211
pris_ma_12,3.098517376701428
fao_imputert,3.0065915158475143
eur_nok_ukeslutt,2.384761542319055
usd_nok_snitt,2.327457396530998
volum_lag_12,1.978380035321661
eur_nok_snitt,1.412763558336394
