modell,horisont,n,MAE,MAPE
SARIMA,4,101,8.26988747709427,0.0953634841938639
SARIMA,8,97,11.0739818139914,0.13068693050687508
SARIMA,12,93,13.151083527358184,0.1587143701461995
SARIMAX,4,101,8.330888442686915,0.09604783286066226
SARIMAX,8,97,11.066150143696168,0.13056349410034512
SARIMAX,12,93,12.934179793077238,0.15641819617908181
